2026-05-16 00:58:34,705 | INFO | ai.pipeline | ============================================================
2026-05-16 00:58:51,304 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49]
2026-05-16 00:58:51,381 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49]
2026-05-16 00:58:51,459 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49]
2026-05-16 00:58:51,536 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,613 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,689 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [19, 20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,764 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,842 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,925 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52]
2026-05-16 00:58:51,999 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,077 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,155 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,235 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,313 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,389 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [20, 32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,466 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [32, 36, 42, 43, 47, 49, 52, 54]
2026-05-16 00:58:52,542 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [32, 36, 42, 43, 47, 49, 52, 55]
2026-05-16 00:58:52,621 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [32, 36, 42, 43, 47, 49, 52, 54, 55]
2026-05-16 00:58:52,696 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [32, 36, 42, 43, 47, 49, 52, 54, 55]
2026-05-16 00:58:52,776 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55]
2026-05-16 00:58:52,854 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55, 56]
2026-05-16 00:58:52,932 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55, 56]
2026-05-16 00:58:53,007 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55, 56]
2026-05-16 00:58:53,086 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55, 56]
2026-05-16 00:58:53,164 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55, 56]
2026-05-16 00:58:53,244 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55]
2026-05-16 00:58:53,322 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 49, 52, 54, 55]
2026-05-16 00:58:53,401 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55]
2026-05-16 00:58:53,477 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,554 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,630 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,715 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,786 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,863 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:53,945 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,016 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,095 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,172 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,256 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,325 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [36, 42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,408 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,485 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,567 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,641 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,718 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,800 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,892 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:54,893 | INFO | ai.analytics.event_logger | Snapshot saved: outputs/snapshot_1778873334.json
2026-05-16 00:58:54,983 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:55,077 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56]
2026-05-16 00:58:55,151 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,222 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,301 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,376 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,457 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,536 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,627 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,716 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,797 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60]
2026-05-16 00:58:55,873 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 55, 56, 60]
2026-05-16 00:58:55,950 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62]
2026-05-16 00:58:56,037 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,123 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,223 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,308 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 63]
2026-05-16 00:58:56,400 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,506 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,614 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63]
2026-05-16 00:58:56,716 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 43, 47, 52, 54, 56, 60, 62, 63, 65, 66]
2026-05-16 00:58:56,831 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66]
2026-05-16 00:58:56,940 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66]
2026-05-16 00:58:57,041 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67]
2026-05-16 00:58:57,159 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67]
2026-05-16 00:58:57,285 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67]
2026-05-16 00:58:57,394 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67]
2026-05-16 00:58:57,497 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67]
2026-05-16 00:58:57,606 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:57,713 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:57,809 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:57,922 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,029 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,136 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,245 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,362 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,456 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,550 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 68]
2026-05-16 00:58:58,657 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,762 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,856 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:58,950 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,060 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,178 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [42, 47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,283 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [47, 52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,391 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,495 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,603 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,699 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,807 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 60, 62, 63, 65, 66, 67, 68]
2026-05-16 00:58:59,913 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 66, 67, 68]
2026-05-16 00:59:00,008 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 66, 67, 68]
2026-05-16 00:59:00,110 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,203 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,298 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,395 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,506 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,614 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,721 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,824 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:00,919 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,014 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,118 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,209 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,305 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,397 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,490 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,587 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,697 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68]
2026-05-16 00:59:01,799 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:01,895 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:01,895 | WARNING | ai.pipeline | Wrong-way vehicle — track IDs: [52]
2026-05-16 00:59:02,003 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:02,098 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:02,198 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:02,294 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:02,399 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77]
2026-05-16 00:59:02,498 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82]
2026-05-16 00:59:02,590 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83]
2026-05-16 00:59:02,690 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83]
2026-05-16 00:59:02,796 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83]
2026-05-16 00:59:02,902 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83]
2026-05-16 00:59:03,011 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85]
2026-05-16 00:59:03,113 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85]
2026-05-16 00:59:03,207 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85]
2026-05-16 00:59:03,295 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:03,399 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:03,504 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:03,610 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:03,707 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85]
2026-05-16 00:59:03,815 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:03,925 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,031 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,139 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,239 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,338 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,445 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,538 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,649 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,758 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,865 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 54, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86]
2026-05-16 00:59:04,968 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:04,969 | INFO | ai.analytics.event_logger | Snapshot saved: outputs/snapshot_1778873344.json
2026-05-16 00:59:05,059 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,147 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,243 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [52, 56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,339 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,439 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 77, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,549 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,654 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,763 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,871 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:05,977 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,086 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,193 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,307 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,411 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,518 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [56, 62, 63, 65, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,612 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 68, 82, 83, 85, 86, 89]
2026-05-16 00:59:06,704 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 68, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:06,797 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 68, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:06,892 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 68, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:06,987 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:07,093 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 63, 67, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:07,182 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:07,276 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92]
2026-05-16 00:59:07,374 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92, 94]
2026-05-16 00:59:07,483 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92, 94]
2026-05-16 00:59:07,598 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92, 94]
2026-05-16 00:59:07,698 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92, 94]
2026-05-16 00:59:07,803 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 82, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:07,906 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,010 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,113 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,207 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,298 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,394 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,503 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,612 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,722 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,832 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:08,938 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:09,038 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
2026-05-16 00:59:09,131 | WARNING | ai.pipeline | Sudden stop detected — track IDs: [62, 67, 83, 85, 86, 89, 92, 94, 96]
